"GEOID","NAME","households","total_pop","white","black","asian","american_indian_alaska_native","hawaian_pacific_island","hispanic"
"060650308001","Block Group 1, Census Tract 308, Riverside County, California",245,720,395,30,14,9,0,290
"060650308002","Block Group 2, Census Tract 308, Riverside County, California",285,714,470,4,24,17,0,247
"060650308004","Block Group 4, Census Tract 308, Riverside County, California",415,1260,667,40,49,16,0,547
"060650308005","Block Group 5, Census Tract 308, Riverside County, California",258,904,313,34,72,21,10,528
"060650309002","Block Group 2, Census Tract 309, Riverside County, California",504,1861,580,125,52,28,0,1225
"060650309001","Block Group 1, Census Tract 309, Riverside County, California",374,1395,409,53,76,50,0,950
"060650310013","Block Group 3, Census Tract 310.01, Riverside County, California",412,937,480,71,22,10,5,353
"060650310011","Block Group 1, Census Tract 310.01, Riverside County, California",668,1936,810,135,126,38,3,950
"060650310012","Block Group 2, Census Tract 310.01, Riverside County, California",714,2009,837,213,53,50,9,978
"060650310014","Block Group 4, Census Tract 310.01, Riverside County, California",427,1011,513,28,22,10,1,509
"060650310022","Block Group 2, Census Tract 310.02, Riverside County, California",476,1658,475,78,35,46,3,1225
"060650310021","Block Group 1, Census Tract 310.02, Riverside County, California",415,1634,420,52,55,45,5,1227
"060650310023","Block Group 3, Census Tract 310.02, Riverside County, California",310,1363,210,20,15,32,2,1190
"060650311001","Block Group 1, Census Tract 311, Riverside County, California",616,1759,731,196,31,31,2,889
"060650311002","Block Group 2, Census Tract 311, Riverside County, California",685,1970,1084,95,46,24,5,819
"060650311003","Block Group 3, Census Tract 311, Riverside County, California",458,1318,727,74,30,16,1,614
"060650312001","Block Group 1, Census Tract 312, Riverside County, California",314,826,534,25,18,13,2,265
"060650312002","Block Group 2, Census Tract 312, Riverside County, California",293,754,491,38,17,10,3,244
"060650312003","Block Group 3, Census Tract 312, Riverside County, California",390,1289,720,29,32,16,3,594
"060650312004","Block Group 4, Census Tract 312, Riverside County, California",543,2019,771,67,87,35,7,1230
"060650312005","Block Group 5, Census Tract 312, Riverside County, California",692,2130,836,92,70,44,5,1301
"060650313001","Block Group 1, Census Tract 313, Riverside County, California",294,1229,200,33,11,62,3,1125
"060650313002","Block Group 2, Census Tract 313, Riverside County, California",358,1469,202,19,12,62,4,1384
"060650314011","Block Group 1, Census Tract 314.01, Riverside County, California",482,1557,382,82,24,32,4,1106
"060650314012","Block Group 2, Census Tract 314.01, Riverside County, California",758,2347,715,144,65,58,2,1655
"060650314013","Block Group 3, Census Tract 314.01, Riverside County, California",656,1850,696,101,66,35,2,1104
"060650314014","Block Group 4, Census Tract 314.01, Riverside County, California",408,1231,592,44,23,32,8,659
"060650314021","Block Group 1, Census Tract 314.02, Riverside County, California",511,1515,611,121,76,60,0,776
"060650314024","Block Group 4, Census Tract 314.02, Riverside County, California",370,1028,475,93,24,14,4,495
"060650314022","Block Group 2, Census Tract 314.02, Riverside County, California",361,1255,509,46,20,48,5,761
"060650314023","Block Group 3, Census Tract 314.02, Riverside County, California",475,1785,499,52,114,75,12,1200
"060650314025","Block Group 5, Census Tract 314.02, Riverside County, California",732,1397,573,100,58,32,7,721
"060650315012","Block Group 2, Census Tract 315.01, Riverside County, California",270,1077,324,54,43,25,5,761
"060650315015","Block Group 5, Census Tract 315.01, Riverside County, California",77,104,69,0,4,1,0,24
"060650315011","Block Group 1, Census Tract 315.01, Riverside County, California",381,1334,408,32,32,35,7,899
"060650315013","Block Group 3, Census Tract 315.01, Riverside County, California",292,1160,347,22,48,29,2,837
"060650315014","Block Group 4, Census Tract 315.01, Riverside County, California",359,787,362,68,33,21,0,363
"060650315016","Block Group 6, Census Tract 315.01, Riverside County, California",135,1492,798,179,163,28,1,466
"060650315032","Block Group 2, Census Tract 315.03, Riverside County, California",310,1112,402,40,22,13,5,714
"060650315031","Block Group 1, Census Tract 315.03, Riverside County, California",918,2265,929,145,95,41,5,1215
"060650315033","Block Group 3, Census Tract 315.03, Riverside County, California",265,962,344,30,30,17,6,615
"060650315042","Block Group 2, Census Tract 315.04, Riverside County, California",457,1623,506,42,61,61,2,1140
"060650315041","Block Group 1, Census Tract 315.04, Riverside County, California",964,2657,745,306,138,48,1,1593
"060650316013","Block Group 3, Census Tract 316.01, Riverside County, California",537,1897,476,42,66,53,9,1415
"060650316011","Block Group 1, Census Tract 316.01, Riverside County, California",447,1551,444,61,80,49,9,1073
"060650316012","Block Group 2, Census Tract 316.01, Riverside County, California",307,1019,246,53,33,13,9,759
"060650316023","Block Group 3, Census Tract 316.02, Riverside County, California",753,2460,693,127,57,59,5,1769
"060650316021","Block Group 1, Census Tract 316.02, Riverside County, California",290,1136,289,22,35,50,10,836
"060650316022","Block Group 2, Census Tract 316.02, Riverside County, California",642,1781,678,84,102,32,3,1016
"060650317011","Block Group 1, Census Tract 317.01, Riverside County, California",393,1540,265,133,71,74,0,1255
"060650317012","Block Group 2, Census Tract 317.01, Riverside County, California",474,1426,782,19,95,38,4,544
"060650317021","Block Group 1, Census Tract 317.02, Riverside County, California",363,1195,475,60,70,27,3,687
"060650317022","Block Group 2, Census Tract 317.02, Riverside County, California",379,1146,583,25,61,11,5,506
"060650317032","Block Group 2, Census Tract 317.03, Riverside County, California",725,2438,982,54,139,35,4,1380
