"GEOID","NAME","households","total_pop","white","black","asian","american_indian_alaska_native","hawaian_pacific_island","hispanic"
"060730151003","Block Group 3, Census Tract 151, San Diego County, California",394,994,629,33,44,16,8,276
"060730151004","Block Group 4, Census Tract 151, San Diego County, California",525,1210,807,54,64,15,4,271
"060730152001","Block Group 1, Census Tract 152, San Diego County, California",494,1194,936,34,38,1,1,152
"060730152004","Block Group 4, Census Tract 152, San Diego County, California",335,846,644,14,25,11,0,151
"060730152002","Block Group 2, Census Tract 152, San Diego County, California",365,1013,722,14,62,10,1,199
"060730152003","Block Group 3, Census Tract 152, San Diego County, California",334,905,676,22,28,7,1,176
"060730153011","Block Group 1, Census Tract 153.01, San Diego County, California",449,1446,928,65,72,10,14,367
"060730153012","Block Group 2, Census Tract 153.01, San Diego County, California",631,1965,1034,100,144,18,8,638
"060730153021","Block Group 1, Census Tract 153.02, San Diego County, California",502,1315,1019,20,36,12,5,190
"060730153022","Block Group 2, Census Tract 153.02, San Diego County, California",574,1652,1030,54,88,10,7,490
"060730153023","Block Group 3, Census Tract 153.02, San Diego County, California",473,1624,1076,128,151,5,4,243
"060730154031","Block Group 1, Census Tract 154.03, San Diego County, California",468,1364,1089,31,60,0,5,154
"060730154032","Block Group 2, Census Tract 154.03, San Diego County, California",431,1181,979,18,13,3,0,150
"060730154052","Block Group 2, Census Tract 154.05, San Diego County, California",537,1614,1314,15,29,10,8,228
"060730154051","Block Group 1, Census Tract 154.05, San Diego County, California",858,2517,1778,87,71,17,6,511
"060730154053","Block Group 3, Census Tract 154.05, San Diego County, California",604,1849,1453,33,64,11,2,322
"060730154061","Block Group 1, Census Tract 154.06, San Diego County, California",906,2520,2079,34,59,22,4,301
"060730154071","Block Group 1, Census Tract 154.07, San Diego County, California",910,2947,2013,151,126,36,16,575
"060730154072","Block Group 2, Census Tract 154.07, San Diego County, California",469,1376,976,62,34,7,0,255
"060730154082","Block Group 2, Census Tract 154.08, San Diego County, California",857,2279,1643,126,81,18,6,399
"060730154081","Block Group 1, Census Tract 154.08, San Diego County, California",556,1538,1143,47,54,3,8,313
"060730155013","Block Group 3, Census Tract 155.01, San Diego County, California",596,1611,1165,18,26,24,3,400
"060730155011","Block Group 1, Census Tract 155.01, San Diego County, California",375,1055,782,16,23,15,2,236
"060730155012","Block Group 2, Census Tract 155.01, San Diego County, California",538,1465,1105,4,35,19,4,285
"060730155014","Block Group 4, Census Tract 155.01, San Diego County, California",417,1215,861,28,23,13,11,329
"060730155022","Block Group 2, Census Tract 155.02, San Diego County, California",601,1617,1291,8,20,23,1,278
"060730155021","Block Group 1, Census Tract 155.02, San Diego County, California",483,1333,826,33,29,137,3,285
"060730156013","Block Group 3, Census Tract 156.01, San Diego County, California",465,1400,985,82,44,11,6,301
"060730156011","Block Group 1, Census Tract 156.01, San Diego County, California",845,2522,1481,96,83,34,4,896
"060730156012","Block Group 2, Census Tract 156.01, San Diego County, California",806,2418,1698,109,73,34,15,493
"060730156021","Block Group 1, Census Tract 156.02, San Diego County, California",503,1489,1104,13,44,15,8,304
"060730156022","Block Group 2, Census Tract 156.02, San Diego County, California",314,983,780,18,30,4,8,127
"060730157011","Block Group 1, Census Tract 157.01, San Diego County, California",568,1380,739,104,48,16,12,485
"060730157012","Block Group 2, Census Tract 157.01, San Diego County, California",698,2024,866,247,113,23,16,751
"060730157013","Block Group 3, Census Tract 157.01, San Diego County, California",633,1780,732,208,142,19,0,696
"060730157014","Block Group 4, Census Tract 157.01, San Diego County, California",480,1319,648,142,91,19,7,403
"060730157041","Block Group 1, Census Tract 157.04, San Diego County, California",723,2267,1357,176,118,32,8,599
"060730157042","Block Group 2, Census Tract 157.04, San Diego County, California",778,2292,1257,99,99,8,8,889
"060730157051","Block Group 1, Census Tract 157.05, San Diego County, California",732,2161,1306,165,85,27,9,670
"060730157052","Block Group 2, Census Tract 157.05, San Diego County, California",860,2354,1434,206,126,34,25,566
"060730157061","Block Group 1, Census Tract 157.06, San Diego County, California",958,2473,1288,166,122,24,5,856
"060730158011","Block Group 1, Census Tract 158.01, San Diego County, California",915,2433,1239,313,180,15,16,623
"060730158012","Block Group 2, Census Tract 158.01, San Diego County, California",640,1577,664,154,69,37,9,716
"060730158021","Block Group 1, Census Tract 158.02, San Diego County, California",374,979,661,82,43,7,5,187
"060730158022","Block Group 2, Census Tract 158.02, San Diego County, California",395,1263,640,63,65,12,3,411
"060730158023","Block Group 3, Census Tract 158.02, San Diego County, California",394,1208,731,53,16,7,3,404
"060730158024","Block Group 4, Census Tract 158.02, San Diego County, California",405,1577,888,112,61,15,1,580
"060730159012","Block Group 2, Census Tract 159.01, San Diego County, California",453,1557,601,192,106,44,12,697
"060730159011","Block Group 1, Census Tract 159.01, San Diego County, California",611,2114,608,198,109,36,12,1172
"060730159023","Block Group 3, Census Tract 159.02, San Diego County, California",283,964,472,30,83,20,9,325
"060730159021","Block Group 1, Census Tract 159.02, San Diego County, California",268,827,403,49,21,14,7,325
"060730159022","Block Group 2, Census Tract 159.02, San Diego County, California",516,1437,741,112,56,21,6,526
"060730159024","Block Group 4, Census Tract 159.02, San Diego County, California",789,2112,1126,188,90,18,12,735
"060730160002","Block Group 2, Census Tract 160, San Diego County, California",624,1650,1167,91,46,28,5,349
"060730160001","Block Group 1, Census Tract 160, San Diego County, California",330,978,369,80,42,11,6,501
"060730161003","Block Group 3, Census Tract 161, San Diego County, California",676,1670,1070,90,71,16,8,400
"060730161001","Block Group 1, Census Tract 161, San Diego County, California",1090,2747,1609,159,174,30,12,783
"060730161002","Block Group 2, Census Tract 161, San Diego County, California",580,1574,1163,44,54,25,7,248
"060730162013","Block Group 3, Census Tract 162.01, San Diego County, California",848,2253,1663,53,116,5,16,375
"060730162011","Block Group 1, Census Tract 162.01, San Diego County, California",750,2008,1341,46,119,19,12,439
"060730162012","Block Group 2, Census Tract 162.01, San Diego County, California",642,1818,1457,14,54,13,14,253
"060730162021","Block Group 1, Census Tract 162.02, San Diego County, California",468,1080,479,109,64,24,17,383
"060730162022","Block Group 2, Census Tract 162.02, San Diego County, California",1103,2713,1272,408,156,36,9,848
"060730163011","Block Group 1, Census Tract 163.01, San Diego County, California",855,2449,1254,215,162,23,3,782
"060730163012","Block Group 2, Census Tract 163.01, San Diego County, California",581,1605,715,195,79,33,15,590
"060730163013","Block Group 3, Census Tract 163.01, San Diego County, California",485,1479,837,78,61,8,6,517
"060730163021","Block Group 1, Census Tract 163.02, San Diego County, California",395,1416,816,95,50,21,5,455
"060730163022","Block Group 2, Census Tract 163.02, San Diego County, California",760,2181,1157,198,105,28,7,704
"060730163023","Block Group 3, Census Tract 163.02, San Diego County, California",723,2153,966,246,156,13,0,819
"060730164011","Block Group 1, Census Tract 164.01, San Diego County, California",281,836,599,24,36,8,3,168
"060730164012","Block Group 2, Census Tract 164.01, San Diego County, California",663,2312,1427,115,149,17,12,695
"060730164013","Block Group 3, Census Tract 164.01, San Diego County, California",770,2163,1513,50,67,19,6,519
"060730164031","Block Group 1, Census Tract 164.03, San Diego County, California",761,2293,1700,46,61,26,7,457
"060730164032","Block Group 2, Census Tract 164.03, San Diego County, California",272,884,612,40,30,15,1,204
"060730164033","Block Group 3, Census Tract 164.03, San Diego County, California",561,1601,938,85,104,14,7,493
"060730164041","Block Group 1, Census Tract 164.04, San Diego County, California",498,1363,624,73,138,12,3,615
"060730164042","Block Group 2, Census Tract 164.04, San Diego County, California",537,1827,991,123,50,21,10,665
"060730165022","Block Group 2, Census Tract 165.02, San Diego County, California",821,2336,1461,118,71,31,13,701
"060730165021","Block Group 1, Census Tract 165.02, San Diego County, California",343,1138,699,50,60,10,9,292
"060730165023","Block Group 3, Census Tract 165.02, San Diego County, California",618,1703,1000,135,66,13,4,466
"060730165024","Block Group 4, Census Tract 165.02, San Diego County, California",621,2094,1123,137,68,33,20,752
"060730165031","Block Group 1, Census Tract 165.03, San Diego County, California",692,1789,1085,161,60,23,8,488
"060730165032","Block Group 2, Census Tract 165.03, San Diego County, California",435,1267,802,20,27,21,14,367
"060730165042","Block Group 2, Census Tract 165.04, San Diego County, California",272,758,383,70,21,9,8,256
"060730165044","Block Group 4, Census Tract 165.04, San Diego County, California",316,761,324,109,33,18,8,292
"060730165041","Block Group 1, Census Tract 165.04, San Diego County, California",1047,3084,1200,343,112,44,15,1496
"060730165043","Block Group 3, Census Tract 165.04, San Diego County, California",296,870,322,37,46,11,9,483
"060730165045","Block Group 5, Census Tract 165.04, San Diego County, California",611,1698,810,223,93,18,16,597
"060730166062","Block Group 2, Census Tract 166.06, San Diego County, California",571,1676,1227,13,99,9,13,326
"060730166061","Block Group 1, Census Tract 166.06, San Diego County, California",729,1900,1277,25,141,12,25,366
"060730166071","Block Group 1, Census Tract 166.07, San Diego County, California",533,1547,1148,18,78,10,4,258
"060730166072","Block Group 2, Census Tract 166.07, San Diego County, California",832,2227,1567,63,105,31,12,432
"060730166073","Block Group 3, Census Tract 166.07, San Diego County, California",528,1718,1243,15,153,6,5,291
"060730166074","Block Group 4, Census Tract 166.07, San Diego County, California",731,1619,1129,38,65,4,5,414
"060730166081","Block Group 1, Census Tract 166.08, San Diego County, California",852,2475,1966,17,74,11,6,380
"060730166091","Block Group 1, Census Tract 166.09, San Diego County, California",663,1984,1555,13,53,18,9,290
"060730166092","Block Group 2, Census Tract 166.09, San Diego County, California",364,1131,849,6,40,10,4,191
"060730166093","Block Group 3, Census Tract 166.09, San Diego County, California",851,2355,1727,38,102,21,13,422
"060730166101","Block Group 1, Census Tract 166.10, San Diego County, California",902,2379,1622,66,127,17,5,569
"060730166102","Block Group 2, Census Tract 166.10, San Diego County, California",619,1955,1386,33,68,20,16,352
"060730166131","Block Group 1, Census Tract 166.13, San Diego County, California",274,789,533,13,49,0,2,154
"060730166132","Block Group 2, Census Tract 166.13, San Diego County, California",471,1217,882,16,58,3,1,252
"060730166141","Block Group 1, Census Tract 166.14, San Diego County, California",650,1830,1289,26,144,9,11,337
"060730166142","Block Group 2, Census Tract 166.14, San Diego County, California",745,2285,1604,30,89,23,11,484
"060730166151","Block Group 1, Census Tract 166.15, San Diego County, California",548,1683,1096,47,190,6,9,348
"060730166152","Block Group 2, Census Tract 166.15, San Diego County, California",590,2595,1496,188,104,27,3,865
"060730166161","Block Group 1, Census Tract 166.16, San Diego County, California",674,1745,1113,98,82,8,12,445
"060730166162","Block Group 2, Census Tract 166.16, San Diego County, California",898,2707,1839,57,155,26,18,559
"060730166172","Block Group 2, Census Tract 166.17, San Diego County, California",842,1705,1078,72,140,5,29,428
"060730166171","Block Group 1, Census Tract 166.17, San Diego County, California",585,1251,823,20,52,22,7,305
"060730166173","Block Group 3, Census Tract 166.17, San Diego County, California",213,594,327,3,34,4,0,217
"060730166182","Block Group 2, Census Tract 166.18, San Diego County, California",574,1504,1074,28,39,8,6,301
"060730166181","Block Group 1, Census Tract 166.18, San Diego County, California",1144,2443,1664,104,146,35,8,448
"060730166193","Block Group 3, Census Tract 166.19, San Diego County, California",357,882,488,12,139,9,8,190
"060730166191","Block Group 1, Census Tract 166.19, San Diego County, California",644,1318,932,23,47,13,13,254
"060730166192","Block Group 2, Census Tract 166.19, San Diego County, California",894,2376,1569,94,197,4,6,479
"060730166201","Block Group 1, Census Tract 166.20, San Diego County, California",942,2664,1921,36,100,21,22,571
"060730166212","Block Group 2, Census Tract 166.21, San Diego County, California",588,1717,1106,8,283,2,14,236
"060730166211","Block Group 1, Census Tract 166.21, San Diego County, California",939,2669,1940,25,142,14,13,445
"060730167031","Block Group 1, Census Tract 167.03, San Diego County, California",618,1934,1313,17,89,27,8,551
"060730167032","Block Group 2, Census Tract 167.03, San Diego County, California",354,816,541,34,30,13,12,213
"060730167041","Block Group 1, Census Tract 167.04, San Diego County, California",1058,2774,2031,61,94,16,8,598
"060730167042","Block Group 2, Census Tract 167.04, San Diego County, California",956,2639,1699,111,178,23,11,630
"060730167043","Block Group 3, Census Tract 167.04, San Diego County, California",582,1761,1206,26,114,28,7,335
"060730167051","Block Group 1, Census Tract 167.05, San Diego County, California",903,1861,1267,38,46,25,14,463
"060730167052","Block Group 2, Census Tract 167.05, San Diego County, California",405,1241,688,118,38,12,3,402
"060730167053","Block Group 3, Census Tract 167.05, San Diego County, California",635,1527,1036,40,47,28,10,412
"060730167061","Block Group 1, Census Tract 167.06, San Diego County, California",345,1051,698,19,22,19,1,272
"060730167062","Block Group 2, Census Tract 167.06, San Diego County, California",637,1915,1478,15,56,35,7,340
"060730168042","Block Group 2, Census Tract 168.04, San Diego County, California",847,2307,1344,121,41,22,17,759
"060730168044","Block Group 4, Census Tract 168.04, San Diego County, California",594,1765,980,100,44,39,17,631
"060730168041","Block Group 1, Census Tract 168.04, San Diego County, California",689,1947,1347,61,71,27,11,417
"060730168043","Block Group 3, Census Tract 168.04, San Diego County, California",602,1708,1056,42,47,18,6,599
"060730168063","Block Group 3, Census Tract 168.06, San Diego County, California",605,1957,1130,62,56,13,15,724
"060730168061","Block Group 1, Census Tract 168.06, San Diego County, California",572,1476,1071,14,24,14,3,336
"060730168062","Block Group 2, Census Tract 168.06, San Diego County, California",320,1029,542,24,38,26,3,403
"060730168073","Block Group 3, Census Tract 168.07, San Diego County, California",965,2831,1868,69,118,27,11,743
"060730168071","Block Group 1, Census Tract 168.07, San Diego County, California",328,867,608,8,15,8,3,178
"060730168072","Block Group 2, Census Tract 168.07, San Diego County, California",895,2391,1826,31,45,26,0,434
"060730168074","Block Group 4, Census Tract 168.07, San Diego County, California",491,1618,978,102,52,9,2,527
"060730168092","Block Group 2, Census Tract 168.09, San Diego County, California",625,1831,1384,33,57,13,10,313
"060730168091","Block Group 1, Census Tract 168.09, San Diego County, California",679,1915,1137,78,109,22,2,578
"060730168093","Block Group 3, Census Tract 168.09, San Diego County, California",817,2310,1476,51,80,16,2,712
"060730168101","Block Group 1, Census Tract 168.10, San Diego County, California",921,2733,2072,23,75,20,2,511
"060730168111","Block Group 1, Census Tract 168.11, San Diego County, California",744,1843,1256,12,34,19,0,547
"060730168112","Block Group 2, Census Tract 168.11, San Diego County, California",544,1523,1127,18,60,24,1,277
"060730168113","Block Group 3, Census Tract 168.11, San Diego County, California",436,1311,1012,9,34,17,2,244
"060730168121","Block Group 1, Census Tract 168.12, San Diego County, California",903,2499,1956,22,41,22,11,445
"060730168122","Block Group 2, Census Tract 168.12, San Diego County, California",497,964,786,5,8,7,3,169
"060730168131","Block Group 1, Census Tract 168.13, San Diego County, California",450,1298,1032,18,32,5,4,213
"060730168132","Block Group 2, Census Tract 168.13, San Diego County, California",922,2143,1744,14,33,6,6,309
"060730169011","Block Group 1, Census Tract 169.01, San Diego County, California",589,1723,1319,22,42,11,3,268
"060730169012","Block Group 2, Census Tract 169.01, San Diego County, California",424,1260,1018,19,11,8,7,175
"060730169013","Block Group 3, Census Tract 169.01, San Diego County, California",527,1506,1218,13,23,10,1,282
"060730169014","Block Group 4, Census Tract 169.01, San Diego County, California",432,1411,808,266,35,13,0,296
"060730169015","Block Group 5, Census Tract 169.01, San Diego County, California",604,1317,984,11,26,4,2,266
"060730169021","Block Group 1, Census Tract 169.02, San Diego County, California",890,2562,1428,21,34,564,2,485
"060730170061","Block Group 1, Census Tract 170.06, San Diego County, California",456,1349,1106,12,99,7,1,99
"060730170062","Block Group 2, Census Tract 170.06, San Diego County, California",320,695,492,3,82,3,1,88
"060730170063","Block Group 3, Census Tract 170.06, San Diego County, California",289,880,667,3,73,8,1,101
"060730170091","Block Group 1, Census Tract 170.09, San Diego County, California",870,2476,1629,20,225,28,12,547
"060730170092","Block Group 2, Census Tract 170.09, San Diego County, California",720,2006,1068,32,289,19,1,579
"060730170101","Block Group 1, Census Tract 170.10, San Diego County, California",389,1181,776,22,147,9,6,175
"060730170102","Block Group 2, Census Tract 170.10, San Diego County, California",624,1929,1174,29,267,11,9,355
"060730170141","Block Group 1, Census Tract 170.14, San Diego County, California",649,1146,976,12,95,0,4,65
"060730170142","Block Group 2, Census Tract 170.14, San Diego County, California",846,1347,1073,18,127,7,2,103
"060730170182","Block Group 2, Census Tract 170.18, San Diego County, California",956,2196,1069,64,593,9,9,364
"060730170181","Block Group 1, Census Tract 170.18, San Diego County, California",609,1531,522,44,597,14,9,308
"060730170203","Block Group 3, Census Tract 170.20, San Diego County, California",466,1351,968,14,115,8,4,168
"060730170201","Block Group 1, Census Tract 170.20, San Diego County, California",466,1191,883,7,94,0,2,154
"060730170202","Block Group 2, Census Tract 170.20, San Diego County, California",526,1444,1093,14,166,1,0,126
"060730170211","Block Group 1, Census Tract 170.21, San Diego County, California",582,1737,1332,13,162,13,0,151
"060730170212","Block Group 2, Census Tract 170.21, San Diego County, California",551,1445,1135,21,91,3,2,125
"060730170221","Block Group 1, Census Tract 170.22, San Diego County, California",299,786,528,5,84,1,0,114
"060730170224","Block Group 4, Census Tract 170.22, San Diego County, California",451,1125,674,60,191,2,2,133
"060730170222","Block Group 2, Census Tract 170.22, San Diego County, California",282,807,556,29,87,2,1,69
"060730170223","Block Group 3, Census Tract 170.22, San Diego County, California",290,813,569,14,82,0,2,120
"060730170225","Block Group 5, Census Tract 170.22, San Diego County, California",380,940,480,27,192,4,3,145
"060730170226","Block Group 6, Census Tract 170.22, San Diego County, California",505,1194,737,31,276,2,5,110
"060730170311","Block Group 1, Census Tract 170.31, San Diego County, California",403,1309,898,24,142,6,7,198
"060730170312","Block Group 2, Census Tract 170.31, San Diego County, California",278,779,444,12,148,3,0,119
"060730170313","Block Group 3, Census Tract 170.31, San Diego County, California",765,1915,985,64,531,1,11,306
"060730170331","Block Group 1, Census Tract 170.33, San Diego County, California",525,1418,623,28,475,7,6,213
"060730170332","Block Group 2, Census Tract 170.33, San Diego County, California",252,753,435,18,168,5,2,98
"060730170333","Block Group 3, Census Tract 170.33, San Diego County, California",1069,3437,1478,55,1392,9,13,266
"060730170341","Block Group 1, Census Tract 170.34, San Diego County, California",861,2284,1234,71,570,10,3,332
"060730170342","Block Group 2, Census Tract 170.34, San Diego County, California",308,963,588,18,129,4,4,165
"060730170343","Block Group 3, Census Tract 170.34, San Diego County, California",538,1646,836,54,373,10,3,271
"060730170351","Block Group 1, Census Tract 170.35, San Diego County, California",298,880,484,15,226,4,1,92
"060730170352","Block Group 2, Census Tract 170.35, San Diego County, California",435,1114,590,30,243,4,4,209
"060730170353","Block Group 3, Census Tract 170.35, San Diego County, California",504,1325,420,166,460,0,0,199
"060730170361","Block Group 1, Census Tract 170.36, San Diego County, California",501,1202,487,66,453,3,18,140
"060730170363","Block Group 3, Census Tract 170.36, San Diego County, California",407,1294,638,42,359,6,6,192
"060730170362","Block Group 2, Census Tract 170.36, San Diego County, California",317,856,418,20,276,0,4,95
"060730170373","Block Group 3, Census Tract 170.37, San Diego County, California",643,1828,745,48,686,9,3,248
"060730170371","Block Group 1, Census Tract 170.37, San Diego County, California",803,2056,1168,54,516,2,2,233
"060730170372","Block Group 2, Census Tract 170.37, San Diego County, California",288,849,481,17,187,9,7,113
"060730170374","Block Group 4, Census Tract 170.37, San Diego County, California",342,1143,417,8,582,1,5,99
"060730170392","Block Group 2, Census Tract 170.39, San Diego County, California",313,952,413,18,400,1,2,63
"060730170395","Block Group 5, Census Tract 170.39, San Diego County, California",724,1889,976,58,564,5,12,250
"060730170391","Block Group 1, Census Tract 170.39, San Diego County, California",249,689,332,15,224,2,6,66
"060730170393","Block Group 3, Census Tract 170.39, San Diego County, California",688,1880,932,42,575,6,3,245
"060730170394","Block Group 4, Census Tract 170.39, San Diego County, California",673,1505,622,43,621,4,3,190
"060730170403","Block Group 3, Census Tract 170.40, San Diego County, California",419,1226,625,27,220,12,2,317
"060730170401","Block Group 1, Census Tract 170.40, San Diego County, California",561,1817,1012,28,345,17,3,353
"060730170402","Block Group 2, Census Tract 170.40, San Diego County, California",454,1234,831,5,201,4,12,134
"060730170411","Block Group 1, Census Tract 170.41, San Diego County, California",646,1784,1262,23,193,12,7,223
"060730170412","Block Group 2, Census Tract 170.41, San Diego County, California",702,1944,1059,20,320,7,3,494
"060730170413","Block Group 3, Census Tract 170.41, San Diego County, California",285,902,467,24,156,8,10,214
"060730170414","Block Group 4, Census Tract 170.41, San Diego County, California",544,1481,844,51,208,8,4,339
"060730170431","Block Group 1, Census Tract 170.43, San Diego County, California",684,2160,861,26,988,0,5,176
"060730170432","Block Group 2, Census Tract 170.43, San Diego County, California",693,1448,565,68,465,12,5,290
"060730170433","Block Group 3, Census Tract 170.43, San Diego County, California",817,2283,945,75,947,5,1,188
"060730170441","Block Group 1, Census Tract 170.44, San Diego County, California",632,1913,662,39,950,3,4,170
"060730170442","Block Group 2, Census Tract 170.44, San Diego County, California",478,1274,551,10,585,3,1,66
"060730170443","Block Group 3, Census Tract 170.44, San Diego County, California",453,1399,704,33,475,4,4,122
"060730170444","Block Group 4, Census Tract 170.44, San Diego County, California",322,1052,603,9,332,1,0,56
"060730170451","Block Group 1, Census Tract 170.45, San Diego County, California",866,2703,1339,48,933,7,2,236
"060730170461","Block Group 1, Census Tract 170.46, San Diego County, California",1057,2694,1543,19,795,9,8,243
"060730170462","Block Group 2, Census Tract 170.46, San Diego County, California",376,1033,647,24,219,1,0,98
"060730170473","Block Group 3, Census Tract 170.47, San Diego County, California",456,1225,905,13,183,3,1,93
"060730170471","Block Group 1, Census Tract 170.47, San Diego County, California",538,1588,1019,24,329,6,3,122
"060730170472","Block Group 2, Census Tract 170.47, San Diego County, California",419,1183,845,7,117,3,6,138
"060730170483","Block Group 3, Census Tract 170.48, San Diego County, California",638,1937,1106,31,312,22,7,412
"060730170481","Block Group 1, Census Tract 170.48, San Diego County, California",891,2300,758,89,427,21,12,1011
"060730170482","Block Group 2, Census Tract 170.48, San Diego County, California",468,1347,637,29,218,18,6,409
"060730170484","Block Group 4, Census Tract 170.48, San Diego County, California",358,1043,558,19,231,1,1,200
"060730170492","Block Group 2, Census Tract 170.49, San Diego County, California",621,1988,1115,25,282,8,1,530
"060730170491","Block Group 1, Census Tract 170.49, San Diego County, California",324,1045,668,35,111,3,1,202
"060730170501","Block Group 1, Census Tract 170.50, San Diego County, California",462,1417,817,20,320,16,0,209
"060730170502","Block Group 2, Census Tract 170.50, San Diego County, California",616,1594,789,24,309,26,1,443
"060730170511","Block Group 1, Census Tract 170.51, San Diego County, California",648,1388,758,14,429,1,3,120
"060730170512","Block Group 2, Census Tract 170.51, San Diego County, California",488,1091,640,30,250,12,8,124
"060730170513","Block Group 3, Census Tract 170.51, San Diego County, California",1003,2190,1376,55,431,1,3,271
"060730170521","Block Group 1, Census Tract 170.52, San Diego County, California",881,1593,881,41,413,13,3,219
"060730170524","Block Group 4, Census Tract 170.52, San Diego County, California",585,1342,684,24,406,6,2,197
"060730170522","Block Group 2, Census Tract 170.52, San Diego County, California",399,921,440,18,321,3,1,99
"060730170523","Block Group 3, Census Tract 170.52, San Diego County, California",479,1281,594,31,432,3,4,167
"060730170531","Block Group 1, Census Tract 170.53, San Diego County, California",539,1613,1247,13,123,2,0,135
"060730170532","Block Group 2, Census Tract 170.53, San Diego County, California",595,1793,1336,13,168,2,2,191
"060730170541","Block Group 1, Census Tract 170.54, San Diego County, California",490,1466,912,18,242,5,2,239
"060730170544","Block Group 4, Census Tract 170.54, San Diego County, California",938,2505,1852,29,289,3,8,250
"060730170542","Block Group 2, Census Tract 170.54, San Diego County, California",252,798,585,10,94,2,1,65
"060730170543","Block Group 3, Census Tract 170.54, San Diego County, California",285,885,641,14,92,1,0,94
"060730170553","Block Group 3, Census Tract 170.55, San Diego County, California",625,1853,871,28,689,4,6,189
"060730170551","Block Group 1, Census Tract 170.55, San Diego County, California",629,1566,723,11,597,3,2,123
"060730170552","Block Group 2, Census Tract 170.55, San Diego County, California",708,1706,789,47,655,0,4,161
"060730170562","Block Group 2, Census Tract 170.56, San Diego County, California",782,1769,953,57,474,2,5,250
"060730170561","Block Group 1, Census Tract 170.56, San Diego County, California",1058,2657,1369,103,686,28,15,358
"060730170573","Block Group 3, Census Tract 170.57, San Diego County, California",885,2064,1355,29,322,5,3,273
"060730170571","Block Group 1, Census Tract 170.57, San Diego County, California",287,786,562,9,133,0,1,71
"060730170572","Block Group 2, Census Tract 170.57, San Diego County, California",347,913,601,10,122,4,2,98
"060730170583","Block Group 3, Census Tract 170.58, San Diego County, California",618,1514,921,50,287,1,0,206
"060730170581","Block Group 1, Census Tract 170.58, San Diego County, California",585,1500,736,71,442,5,5,199
"060730170582","Block Group 2, Census Tract 170.58, San Diego County, California",504,1034,573,33,225,4,0,136
"060730170591","Block Group 1, Census Tract 170.59, San Diego County, California",841,1987,1466,23,241,7,1,176
"060730170592","Block Group 2, Census Tract 170.59, San Diego County, California",1049,1622,1388,14,81,6,2,108
"060730170601","Block Group 1, Census Tract 170.60, San Diego County, California",747,1355,1100,19,92,7,3,101
"060730170602","Block Group 2, Census Tract 170.60, San Diego County, California",518,1373,947,17,245,0,3,96
"060730170612","Block Group 2, Census Tract 170.61, San Diego County, California",1123,2341,1865,10,210,6,2,165
"060730170611","Block Group 1, Census Tract 170.61, San Diego County, California",557,1497,1026,14,258,3,2,151
"060730170623","Block Group 3, Census Tract 170.62, San Diego County, California",459,1059,775,13,159,0,1,71
"060730170621","Block Group 1, Census Tract 170.62, San Diego County, California",778,2121,1475,7,386,0,6,189
"060730170622","Block Group 2, Census Tract 170.62, San Diego County, California",701,2309,1386,52,500,16,5,286
"060730170631","Block Group 1, Census Tract 170.63, San Diego County, California",409,1212,753,13,203,2,3,166
"060730170632","Block Group 2, Census Tract 170.63, San Diego County, California",569,912,684,6,134,0,2,75
"060730170633","Block Group 3, Census Tract 170.63, San Diego County, California",923,2535,1343,59,758,6,8,294
"060730170641","Block Group 1, Census Tract 170.64, San Diego County, California",552,2211,594,34,1391,3,2,103
"060730170642","Block Group 2, Census Tract 170.64, San Diego County, California",919,2894,839,46,1607,9,0,254
"060730170643","Block Group 3, Census Tract 170.64, San Diego County, California",786,2739,869,26,1518,8,3,193
"060730170651","Block Group 1, Census Tract 170.65, San Diego County, California",1238,3590,1878,62,1133,11,6,313
"060730170652","Block Group 2, Census Tract 170.65, San Diego County, California",1828,5754,2701,89,2140,6,6,525
"060730170661","Block Group 1, Census Tract 170.66, San Diego County, California",1039,3081,2082,28,564,6,3,276
"060730170662","Block Group 2, Census Tract 170.66, San Diego County, California",1076,2908,1458,77,891,12,3,306
"060730170671","Block Group 1, Census Tract 170.67, San Diego County, California",335,1241,552,26,500,0,0,116
"060730170672","Block Group 2, Census Tract 170.67, San Diego County, California",596,1972,1070,28,601,7,7,193
"060730170681","Block Group 1, Census Tract 170.68, San Diego County, California",904,2144,913,75,793,7,10,302
"060730170682","Block Group 2, Census Tract 170.68, San Diego County, California",892,2634,1202,49,1044,3,6,196
"060730170691","Block Group 1, Census Tract 170.69, San Diego County, California",928,2544,1398,45,714,6,1,248
"060730170702","Block Group 2, Census Tract 170.70, San Diego County, California",683,2512,973,13,1234,2,3,125
"060730170701","Block Group 1, Census Tract 170.70, San Diego County, California",676,2587,1030,35,1202,1,6,217
"060730170703","Block Group 3, Census Tract 170.70, San Diego County, California",541,1277,566,42,372,5,1,209
"060730170712","Block Group 2, Census Tract 170.71, San Diego County, California",793,2591,1034,26,1164,13,10,240
"060730170711","Block Group 1, Census Tract 170.71, San Diego County, California",800,2482,1215,106,652,20,15,441
"060730171041","Block Group 1, Census Tract 171.04, San Diego County, California",934,2440,1954,5,109,12,3,280
"060730171042","Block Group 2, Census Tract 171.04, San Diego County, California",564,1574,1183,7,46,15,0,287
"060730171061","Block Group 1, Census Tract 171.06, San Diego County, California",597,1511,1238,7,86,1,3,134
"060730171064","Block Group 4, Census Tract 171.06, San Diego County, California",516,1133,945,9,53,5,2,95
