"GEOID","NAME","H1_001N"
"06037123602","Census Tract 1236.02, Los Angeles County, California",1339
"06037123700","Census Tract 1237, Los Angeles County, California",1571
"06037123800","Census Tract 1238, Los Angeles County, California",2449
"06037123901","Census Tract 1239.01, Los Angeles County, California",1552
"06037123902","Census Tract 1239.02, Los Angeles County, California",1125
"06037124000","Census Tract 1240, Los Angeles County, California",2149
"06037124102","Census Tract 1241.02, Los Angeles County, California",1498
"06037124103","Census Tract 1241.03, Los Angeles County, California",632
"06037124104","Census Tract 1241.04, Los Angeles County, California",1048
"06037124105","Census Tract 1241.05, Los Angeles County, California",929
"06037124201","Census Tract 1242.01, Los Angeles County, California",1186
"06037124203","Census Tract 1242.03, Los Angeles County, California",883
"06037124204","Census Tract 1242.04, Los Angeles County, California",1100
"06037124300","Census Tract 1243, Los Angeles County, California",1410
"06037124400","Census Tract 1244, Los Angeles County, California",1718
"06037124500","Census Tract 1245, Los Angeles County, California",1269
"06037124600","Census Tract 1246, Los Angeles County, California",1406
"06037124700","Census Tract 1247, Los Angeles County, California",2475
"06037124902","Census Tract 1249.02, Los Angeles County, California",1574
"06037124903","Census Tract 1249.03, Los Angeles County, California",1743
"06037125101","Census Tract 1251.01, Los Angeles County, California",2141
"06037125102","Census Tract 1251.02, Los Angeles County, California",1057
"06037125200","Census Tract 1252, Los Angeles County, California",2062
"06037125310","Census Tract 1253.10, Los Angeles County, California",2436
"06037125321","Census Tract 1253.21, Los Angeles County, California",1512
"06037125322","Census Tract 1253.22, Los Angeles County, California",1561
"06037125402","Census Tract 1254.02, Los Angeles County, California",2166
"06037125403","Census Tract 1254.03, Los Angeles County, California",1327
"06037125404","Census Tract 1254.04, Los Angeles County, California",1779
"06037125501","Census Tract 1255.01, Los Angeles County, California",1700
"06037125502","Census Tract 1255.02, Los Angeles County, California",2003
"06037125600","Census Tract 1256, Los Angeles County, California",1283
"06037127102","Census Tract 1271.02, Los Angeles County, California",1833
"06037127103","Census Tract 1271.03, Los Angeles County, California",1283
"06037127104","Census Tract 1271.04, Los Angeles County, California",1396
"06037127210","Census Tract 1272.10, Los Angeles County, California",1948
"06037127220","Census Tract 1272.20, Los Angeles County, California",1734
"06037127300","Census Tract 1273, Los Angeles County, California",1389
"06037127400","Census Tract 1274, Los Angeles County, California",1853
"06037127520","Census Tract 1275.20, Los Angeles County, California",1426
"06037127603","Census Tract 1276.03, Los Angeles County, California",915
"06037127604","Census Tract 1276.04, Los Angeles County, California",1319
"06037127605","Census Tract 1276.05, Los Angeles County, California",1112
"06037127606","Census Tract 1276.06, Los Angeles County, California",1122
"06037127711","Census Tract 1277.11, Los Angeles County, California",1188
"06037127712","Census Tract 1277.12, Los Angeles County, California",1581
"06037127803","Census Tract 1278.03, Los Angeles County, California",1866
"06037127804","Census Tract 1278.04, Los Angeles County, California",1784
"06037127805","Census Tract 1278.05, Los Angeles County, California",1104
"06037127806","Census Tract 1278.06, Los Angeles County, California",1351
"06037127910","Census Tract 1279.10, Los Angeles County, California",1618
"06037127920","Census Tract 1279.20, Los Angeles County, California",1389
"06037128101","Census Tract 1281.01, Los Angeles County, California",1309
"06037128102","Census Tract 1281.02, Los Angeles County, California",1518
"06037128210","Census Tract 1282.10, Los Angeles County, California",1610
"06037128220","Census Tract 1282.20, Los Angeles County, California",1258
"06037128302","Census Tract 1283.02, Los Angeles County, California",1511
"06037128303","Census Tract 1283.03, Los Angeles County, California",1234
"06037128400","Census Tract 1284, Los Angeles County, California",1853
"06037128500","Census Tract 1285, Los Angeles County, California",2116
"06037128601","Census Tract 1286.01, Los Angeles County, California",1750
"06037128602","Census Tract 1286.02, Los Angeles County, California",1447
"06037128703","Census Tract 1287.03, Los Angeles County, California",1716
"06037128704","Census Tract 1287.04, Los Angeles County, California",1159
"06037128801","Census Tract 1288.01, Los Angeles County, California",2122
"06037128802","Census Tract 1288.02, Los Angeles County, California",2230
"06037128910","Census Tract 1289.10, Los Angeles County, California",1974
"06037131021","Census Tract 1310.21, Los Angeles County, California",970
"06037131022","Census Tract 1310.22, Los Angeles County, California",1122
"06037131023","Census Tract 1310.23, Los Angeles County, California",815
"06037131024","Census Tract 1310.24, Los Angeles County, California",998
"06037131100","Census Tract 1311, Los Angeles County, California",1083
"06037131200","Census Tract 1312, Los Angeles County, California",1177
"06037131300","Census Tract 1313, Los Angeles County, California",1238
"06037131400","Census Tract 1314, Los Angeles County, California",1963
"06037131600","Census Tract 1316, Los Angeles County, California",1507
"06037131701","Census Tract 1317.01, Los Angeles County, California",1810
"06037131702","Census Tract 1317.02, Los Angeles County, California",1135
"06037131801","Census Tract 1318.01, Los Angeles County, California",959
"06037131802","Census Tract 1318.02, Los Angeles County, California",750
"06037131900","Census Tract 1319, Los Angeles County, California",1433
"06037132001","Census Tract 1320.01, Los Angeles County, California",1203
"06037132002","Census Tract 1320.02, Los Angeles County, California",1136
"06037132101","Census Tract 1321.01, Los Angeles County, California",1631
"06037132102","Census Tract 1321.02, Los Angeles County, California",2208
"06037132301","Census Tract 1323.01, Los Angeles County, California",1517
"06037132302","Census Tract 1323.02, Los Angeles County, California",892
"06037132501","Census Tract 1325.01, Los Angeles County, California",1317
"06037132502","Census Tract 1325.02, Los Angeles County, California",1562
"06037132700","Census Tract 1327, Los Angeles County, California",1591
"06037132900","Census Tract 1329, Los Angeles County, California",1356
"06037133000","Census Tract 1330, Los Angeles County, California",1292
"06037133101","Census Tract 1331.01, Los Angeles County, California",724
"06037133102","Census Tract 1331.02, Los Angeles County, California",1226
"06037134001","Census Tract 1340.01, Los Angeles County, California",963
"06037134002","Census Tract 1340.02, Los Angeles County, California",1141
"06037134101","Census Tract 1341.01, Los Angeles County, California",1490
"06037134103","Census Tract 1341.03, Los Angeles County, California",1347
"06037134104","Census Tract 1341.04, Los Angeles County, California",1408
"06037134201","Census Tract 1342.01, Los Angeles County, California",1250
"06037134302","Census Tract 1343.02, Los Angeles County, California",1262
"06037134303","Census Tract 1343.03, Los Angeles County, California",1837
"06037134304","Census Tract 1343.04, Los Angeles County, California",889
"06037134305","Census Tract 1343.05, Los Angeles County, California",1081
"06037134306","Census Tract 1343.06, Los Angeles County, California",1271
"06037134421","Census Tract 1344.21, Los Angeles County, California",1423
"06037134422","Census Tract 1344.22, Los Angeles County, California",1679
"06037134423","Census Tract 1344.23, Los Angeles County, California",1264
"06037134424","Census Tract 1344.24, Los Angeles County, California",989
"06037134520","Census Tract 1345.20, Los Angeles County, California",2130
"06037134521","Census Tract 1345.21, Los Angeles County, California",751
"06037134522","Census Tract 1345.22, Los Angeles County, California",1345
"06037134710","Census Tract 1347.10, Los Angeles County, California",1600
"06037134720","Census Tract 1347.20, Los Angeles County, California",1650
"06037134801","Census Tract 1348.01, Los Angeles County, California",978
"06037134802","Census Tract 1348.02, Los Angeles County, California",944
"06037134901","Census Tract 1349.01, Los Angeles County, California",1207
"06037134904","Census Tract 1349.04, Los Angeles County, California",1480
"06037134905","Census Tract 1349.05, Los Angeles County, California",3050
"06037134906","Census Tract 1349.06, Los Angeles County, California",1291
"06037134907","Census Tract 1349.07, Los Angeles County, California",1649
"06037135102","Census Tract 1351.02, Los Angeles County, California",1265
"06037135111","Census Tract 1351.11, Los Angeles County, California",1198
"06037135113","Census Tract 1351.13, Los Angeles County, California",1515
"06037135115","Census Tract 1351.15, Los Angeles County, California",2448
"06037135116","Census Tract 1351.16, Los Angeles County, California",1132
"06037135201","Census Tract 1352.01, Los Angeles County, California",865
"06037135202","Census Tract 1352.02, Los Angeles County, California",1513
"06037135204","Census Tract 1352.04, Los Angeles County, California",1680
"06037135205","Census Tract 1352.05, Los Angeles County, California",847
"06037137000","Census Tract 1370, Los Angeles County, California",1766
"06037137103","Census Tract 1371.03, Los Angeles County, California",2530
"06037137104","Census Tract 1371.04, Los Angeles County, California",1094
"06037137202","Census Tract 1372.02, Los Angeles County, California",1659
"06037137203","Census Tract 1372.03, Los Angeles County, California",949
"06037137301","Census Tract 1373.01, Los Angeles County, California",803
